time,lon,lat,speed
08:34:21,-96.2940,30.5544,0.0060
08:34:22,-96.2940,30.5544,0.0090
08:34:22,-96.2940,30.5544,0.0090
08:34:23,-96.2940,30.5544,0.0130
08:34:23,-96.2940,30.5544,0.0130
08:34:24,-96.2940,30.5544,0.0200
08:34:24,-96.2940,30.5544,0.0200
08:34:25,-96.2940,30.5544,0.0110
08:34:25,-96.2940,30.5544,0.0110
08:34:26,-96.2940,30.5544,0.0110
08:34:26,-96.2940,30.5544,0.0110
08:34:27,-96.2940,30.5544,0.0080
08:34:27,-96.2940,30.5544,0.0080
08:34:28,-96.2940,30.5544,0.0080
08:34:28,-96.2940,30.5544,0.0080
08:34:29,-96.2940,30.5544,0.0080
08:34:29,-96.2940,30.5544,0.0080
08:34:30,-96.2940,30.5544,0.0190
08:34:30,-96.2940,30.5544,0.0190
08:34:31,-96.2940,30.5544,0.1680
08:34:31,-96.2940,30.5544,0.1680
08:34:32,-96.2940,30.5544,0.2930
08:34:32,-96.2940,30.5544,0.2930
08:34:33,-96.2940,30.5544,0.1850
08:34:33,-96.2940,30.5544,0.1850
08:34:34,-96.2940,30.5544,0.3330
08:34:34,-96.2940,30.5544,0.3330
08:34:35,-96.2940,30.5544,0.5050
08:34:35,-96.2940,30.5544,0.5050
08:34:36,-96.2940,30.5544,1.4250
08:34:36,-96.2940,30.5544,1.4250
08:34:37,-96.2940,30.5544,3.2160
08:34:37,-96.2940,30.5544,3.2160
08:34:38,-96.2940,30.5545,5.1140
08:34:38,-96.2940,30.5545,5.1140
08:34:39,-96.2939,30.5545,6.3780
08:34:39,-96.2939,30.5545,6.3780
08:34:40,-96.2939,30.5545,7.7260
08:34:40,-96.2939,30.5545,7.7260
08:34:41,-96.2938,30.5546,8.8830
08:34:41,-96.2938,30.5546,8.8830
08:34:42,-96.2937,30.5547,9.8260
08:34:42,-96.2937,30.5547,9.8260
08:34:43,-96.2937,30.5547,10.5220
08:34:43,-96.2937,30.5547,10.5220
08:34:44,-96.2936,30.5548,10.2780
08:34:44,-96.2936,30.5548,10.2780
08:34:45,-96.2935,30.5549,9.7030
08:34:45,-96.2935,30.5549,9.7030
08:34:46,-96.2934,30.5549,8.9150
08:34:46,-96.2934,30.5549,8.9150
08:34:47,-96.2934,30.5550,8.3640
08:34:47,-96.2934,30.5550,8.3640
08:34:48,-96.2933,30.5550,7.7480
08:34:48,-96.2933,30.5550,7.7480
08:34:49,-96.2933,30.5551,6.9410
08:34:49,-96.2933,30.5551,6.9410
08:34:50,-96.2932,30.5551,6.3200
08:34:50,-96.2932,30.5551,6.3200
08:34:51,-96.2932,30.5552,5.6910
08:34:51,-96.2932,30.5552,5.6910
08:34:52,-96.2932,30.5552,5.8090
08:34:52,-96.2932,30.5552,5.8090
08:34:53,-96.2932,30.5553,6.1550
08:34:53,-96.2932,30.5553,6.1550
08:34:54,-96.2932,30.5553,6.7230
08:34:54,-96.2932,30.5553,6.7230
08:34:55,-96.2932,30.5554,7.4230
08:34:55,-96.2932,30.5554,7.4230
08:34:56,-96.2933,30.5554,8.4140
08:34:56,-96.2933,30.5554,8.4140
08:34:57,-96.2933,30.5555,9.4980
08:34:57,-96.2933,30.5555,9.4980
08:34:58,-96.2934,30.5555,10.5170
08:34:58,-96.2934,30.5555,10.5170
08:34:59,-96.2935,30.5556,11.5340
08:34:59,-96.2935,30.5556,11.5340
08:35:00,-96.2936,30.5557,12.4680
08:35:00,-96.2936,30.5557,12.4680
08:35:01,-96.2937,30.5557,13.3130
08:35:01,-96.2937,30.5557,13.3130
08:35:02,-96.2938,30.5558,14.0220
08:35:02,-96.2938,30.5558,14.0220
08:35:03,-96.2939,30.5559,14.7260
08:35:03,-96.2939,30.5559,14.7260
08:35:04,-96.2940,30.5560,15.4050
08:35:04,-96.2940,30.5560,15.4050
08:35:05,-96.2942,30.5561,16.0230
08:35:05,-96.2942,30.5561,16.0230
08:35:06,-96.2943,30.5562,16.6270
08:35:06,-96.2943,30.5562,16.6270
08:35:07,-96.2944,30.5563,17.1960
08:35:07,-96.2944,30.5563,17.1960
08:35:08,-96.2946,30.5564,17.7320
08:35:08,-96.2946,30.5564,17.7320
08:35:09,-96.2947,30.5565,18.2420
08:35:09,-96.2947,30.5565,18.2420
08:35:10,-96.2948,30.5566,18.7210
